Client_ID,Geographic_Zone,Average_Ticket
21631,Bajío,1533.47
21632,Zona Metropolitana de Monterrey,1076.67
21633,Ciudad de México,731.55
21634,Ciudad de México,2332.49
21635,Zona Metropolitana de Monterrey,2728.08
21636,Zona Metropolitana de Monterrey,1847.46
21637,Zona Metropolitana de Monterrey,1583.4
21638,Zona Metropolitana de Guadalajara,1730.67
21639,Zona Metropolitana de Guadalajara,1019.93
21640,Ciudad de México,611.78
21641,Zona Metropolitana de Monterrey,2712.25
21642,Zona Metropolitana de Guadalajara,1299.51
21643,Sur,367.37
21644,Zona Metropolitana de Guadalajara,2556.31
21645,Bajío,407.89
21646,Ciudad de México,2144.24
21647,Zona Metropolitana de Monterrey,3490.26
21648,Zona Metropolitana de Guadalajara,223.79
21649,Ciudad de México,1463.43
21650,Zona Metropolitana de Monterrey,2167.18
21651,Ciudad de México,1293.32
21652,Ciudad de México,2471.94
21653,Sur,1235.63
21654,Zona Metropolitana de Guadalajara,1801.76
21655,Zona Metropolitana de Monterrey,1547.88
21656,Ciudad de México,1203.81
21657,Ciudad de México,1255.03
21658,Zona Metropolitana de Monterrey,2428.22
21659,Zona Metropolitana de Guadalajara,1111.36
21660,Ciudad de México,3899.59
21661,Ciudad de México,2898.36
21662,Noroeste,1106.15
21663,Bajío,728.1
21664,Ciudad de México,2119.78
21666,Sur,1464.2
21667,Sur,625.86
21668,Zona Metropolitana de Guadalajara,1253.75
21669,Zona Metropolitana de Monterrey,1856.66
21670,Zona Metropolitana de Guadalajara,837.64
21671,Zona Metropolitana de Monterrey,1129.13
21672,Zona Metropolitana de Guadalajara,1063.9
21673,Zona Metropolitana de Guadalajara,1365.31
21674,Ciudad de México,2082.96
21675,Zona Metropolitana de Guadalajara,459.93
21676,Ciudad de México,1794.26
21677,Sur,1811.88
21678,Ciudad de México,1463.46
21679,Zona Metropolitana de Guadalajara,1532.16
21680,Zona Metropolitana de Monterrey,2584.94
21681,Sur,1777.79
21682,Zona Metropolitana de Monterrey,2917.12
21683,Bajío,2232.59
21684,Ciudad de México,2085.81
21685,Sur,1437.78
21686,Sur,1384.06
21687,Noroeste,2013.58
21688,Zona Metropolitana de Monterrey,2079.86
21689,Noroeste,495.18
21690,Bajío,150.0
21691,Ciudad de México,1733.46
21692,Ciudad de México,150.0
21693,Zona Metropolitana de Monterrey,2028.31
21694,Noroeste,1536.37
21695,Zona Metropolitana de Monterrey,1042.96
21698,Ciudad de México,3095.06
21699,Noroeste,2175.46
21700,Ciudad de México,2247.79
21701,Ciudad de México,2868.15
21702,Zona Metropolitana de Monterrey,2359.66
21703,Zona Metropolitana de Guadalajara,1128.79
21704,Sureste,1300.66
21706,Ciudad de México,1076.8
21708,Bajío,1869.53
21709,Ciudad de México,1971.86
21710,Ciudad de México,1108.41
21711,Sur,1143.71
21712,Noroeste,553.06
21713,Noroeste,3132.25
21714,Zona Metropolitana de Guadalajara,440.54
21715,Zona Metropolitana de Guadalajara,1371.11
21716,Ciudad de México,1209.39
21717,Bajío,521.83
21718,Noroeste,1902.95
21719,Zona Metropolitana de Guadalajara,800.78
21720,Sur,453.07
21721,Noroeste,1220.28
21722,Zona Metropolitana de Guadalajara,2193.42
21723,Zona Metropolitana de Guadalajara,150.0
21724,Zona Metropolitana de Monterrey,702.59
21725,Zona Metropolitana de Guadalajara,960.09
21726,Zona Metropolitana de Guadalajara,1948.83
21727,Noroeste,863.39
21728,Zona Metropolitana de Guadalajara,1082.15
21729,Ciudad de México,3040.24
21730,Ciudad de México,163.74
21731,Sureste,686.46
21732,Bajío,1533.25
21733,Zona Metropolitana de Guadalajara,1591.54
21734,Ciudad de México,150.0
21735,Zona Metropolitana de Monterrey,236.95
21736,Noroeste,861.47
21737,Noroeste,885.47
21738,Noroeste,150.0
21739,Ciudad de México,264.95
21740,Noroeste,916.78
21741,Zona Metropolitana de Monterrey,409.43
21743,Ciudad de México,2272.34
21744,Sur,1580.74
21745,Ciudad de México,1506.03
21746,Zona Metropolitana de Guadalajara,534.51
21747,Noroeste,1930.34
21748,Zona Metropolitana de Guadalajara,150.0
21749,Zona Metropolitana de Monterrey,187.78
21751,Zona Metropolitana de Guadalajara,2257.69
21752,Noroeste,2565.54
21753,Ciudad de México,677.53
21754,Noroeste,308.15
21755,Ciudad de México,1736.7
21758,Ciudad de México,150.0
21759,Bajío,1319.85
21760,Ciudad de México,2935.38
21761,Ciudad de México,1886.0
21762,Zona Metropolitana de Monterrey,936.44
21763,Ciudad de México,1475.0
21764,Sur,650.39
21765,Ciudad de México,856.81
21766,Bajío,2037.95
21767,Bajío,2873.6
21768,Bajío,2819.95
21769,Zona Metropolitana de Guadalajara,1326.85
21770,Zona Metropolitana de Monterrey,494.1
21771,Zona Metropolitana de Monterrey,2395.44
21772,Zona Metropolitana de Guadalajara,352.56
21773,Sur,1826.72
21774,Zona Metropolitana de Monterrey,1556.21
21775,Zona Metropolitana de Monterrey,6012.77
21776,Bajío,603.56
21777,Ciudad de México,3426.67
21778,Sur,311.57
21779,Zona Metropolitana de Monterrey,674.19
21780,Zona Metropolitana de Monterrey,594.19
21782,Zona Metropolitana de Guadalajara,2425.6
21783,Noroeste,263.81
21784,Ciudad de México,1814.38
21785,Zona Metropolitana de Monterrey,2739.26
21786,Zona Metropolitana de Monterrey,1771.34
21787,Zona Metropolitana de Monterrey,150.0
21788,Sur,1375.37
21789,Zona Metropolitana de Guadalajara,1128.5
21790,Ciudad de México,894.35
21791,Bajío,1928.85
21792,Sur,1223.18
21793,Zona Metropolitana de Monterrey,1536.53
21794,Zona Metropolitana de Guadalajara,2107.47
21795,Ciudad de México,412.35
21796,Bajío,440.74
21797,Ciudad de México,2055.25
21798,Sureste,1262.36
21799,Ciudad de México,930.67
21800,Ciudad de México,1705.98
21801,Sur,1871.51
21802,Zona Metropolitana de Guadalajara,2794.86
21803,Ciudad de México,2192.74
21804,Zona Metropolitana de Guadalajara,1635.48
21805,Zona Metropolitana de Monterrey,1497.57
21806,Bajío,1324.92
21807,Bajío,1639.98
21808,Bajío,660.12
21810,Zona Metropolitana de Monterrey,1805.76
21811,Ciudad de México,1715.01
21812,Zona Metropolitana de Guadalajara,1317.54
21815,Sur,1817.35
21816,Noroeste,949.21
21817,Noroeste,1516.58
21818,Zona Metropolitana de Monterrey,1221.2
21819,Sur,740.85
21820,Sureste,626.81
21821,Zona Metropolitana de Monterrey,1922.61
21822,Sur,395.16
21823,Zona Metropolitana de Monterrey,1511.46
21824,Ciudad de México,2683.41
21825,Ciudad de México,1922.85
21826,Zona Metropolitana de Guadalajara,2082.67
21828,Bajío,4418.68
21829,Zona Metropolitana de Monterrey,2398.5
21830,Zona Metropolitana de Guadalajara,150.0
21831,Ciudad de México,597.13
21832,Ciudad de México,442.14
21834,Zona Metropolitana de Guadalajara,1024.4
21837,Noroeste,3143.17
21838,Ciudad de México,535.59
21839,Bajío,791.2
21840,Noroeste,2621.36
21841,Ciudad de México,2476.17
21842,Bajío,1610.25
21844,Ciudad de México,454.8
21845,Zona Metropolitana de Monterrey,1054.47
21846,Zona Metropolitana de Monterrey,576.71
21847,Noroeste,730.04
21848,Ciudad de México,1616.18
21849,Ciudad de México,2477.61
21850,Zona Metropolitana de Monterrey,3781.19
21851,Ciudad de México,3362.31
21852,Sur,1766.28
21853,Zona Metropolitana de Guadalajara,1532.8
21854,Zona Metropolitana de Guadalajara,676.03
21855,Sur,820.2
21856,Ciudad de México,666.78
21857,Noroeste,1457.14
21858,Bajío,2561.65
21860,Ciudad de México,3179.71
21861,Zona Metropolitana de Monterrey,1747.04
21862,Noroeste,1185.14
21863,Bajío,600.46
21864,Zona Metropolitana de Guadalajara,1570.21
21865,Zona Metropolitana de Monterrey,2312.3
21866,Zona Metropolitana de Monterrey,982.51
21867,Ciudad de México,2755.85
21868,Zona Metropolitana de Monterrey,762.71
21869,Ciudad de México,2050.81
21871,Zona Metropolitana de Monterrey,2242.41
21872,Ciudad de México,1408.43
21873,Ciudad de México,150.0
21874,Zona Metropolitana de Guadalajara,1816.26
21875,Zona Metropolitana de Monterrey,1264.04
21876,Ciudad de México,1870.43
21877,Zona Metropolitana de Guadalajara,1648.15
21878,Bajío,1646.42
21879,Zona Metropolitana de Guadalajara,2270.43
21880,Zona Metropolitana de Guadalajara,1417.21
21881,Ciudad de México,1431.92
21882,Zona Metropolitana de Monterrey,2085.0
21883,Noroeste,2665.95
21884,Ciudad de México,3424.06
21885,Zona Metropolitana de Guadalajara,326.1
21886,Ciudad de México,4329.15
21887,Ciudad de México,2298.98
21888,Bajío,481.26
21889,Ciudad de México,1023.31
21890,Zona Metropolitana de Monterrey,1565.28
21891,Sur,900.8
21892,Ciudad de México,1566.25
21893,Zona Metropolitana de Guadalajara,2715.02
21894,Noroeste,2192.45
21895,Noroeste,433.49
21896,Ciudad de México,913.68
21897,Sureste,1297.28
21898,Bajío,1385.82
21899,Bajío,2476.66
21900,Bajío,1571.66
21901,Zona Metropolitana de Monterrey,251.86
21902,Zona Metropolitana de Guadalajara,2629.4
21903,Zona Metropolitana de Monterrey,1004.98
21904,Noroeste,1647.15
21905,Zona Metropolitana de Monterrey,1894.85
21906,Ciudad de México,1945.89
21907,Zona Metropolitana de Guadalajara,1345.52
21908,Ciudad de México,726.1
21909,Zona Metropolitana de Monterrey,425.69
21910,Zona Metropolitana de Guadalajara,2710.24
21913,Noroeste,1842.61
21914,Zona Metropolitana de Guadalajara,1617.53
21915,Sureste,1286.27
21916,Bajío,494.76
21917,Zona Metropolitana de Guadalajara,1122.16
21918,Bajío,739.12
21919,Bajío,606.49
21920,Ciudad de México,2594.83
21921,Ciudad de México,2073.4
21922,Bajío,1080.87
21923,Zona Metropolitana de Monterrey,150.0
21924,Ciudad de México,191.65
21925,Ciudad de México,1003.72
21926,Ciudad de México,978.77
21927,Noroeste,3189.56
21928,Noroeste,2435.69
21929,Ciudad de México,571.18
21930,Noroeste,2356.26
21931,Zona Metropolitana de Monterrey,900.98
21932,Zona Metropolitana de Guadalajara,4134.03
21933,Ciudad de México,1622.63
21934,Bajío,1369.56
21935,Ciudad de México,2597.61
21937,Sur,1660.68
21938,Ciudad de México,1843.04
21939,Bajío,1695.44
21940,Bajío,2323.31
21941,Sureste,2006.38
21942,Zona Metropolitana de Monterrey,150.0
21943,Zona Metropolitana de Monterrey,745.39
21944,Zona Metropolitana de Monterrey,2222.88
21945,Ciudad de México,1081.77
21946,Zona Metropolitana de Guadalajara,1172.82
21947,Bajío,911.15
21949,Ciudad de México,243.75
21950,Sur,2767.12
21951,Zona Metropolitana de Guadalajara,1572.45
21952,Zona Metropolitana de Guadalajara,1618.26
21953,Zona Metropolitana de Monterrey,1352.79
21954,Ciudad de México,2438.03
21955,Zona Metropolitana de Guadalajara,2699.43
21956,Zona Metropolitana de Guadalajara,1628.07
21957,Noroeste,2933.32
21958,Ciudad de México,2722.4
21959,Noroeste,2832.68
21960,Bajío,2109.33
21961,Zona Metropolitana de Monterrey,2041.3
21962,Noroeste,721.59
21963,Zona Metropolitana de Guadalajara,1449.12
21964,Ciudad de México,3058.15
21965,Bajío,2165.0
21966,Bajío,617.56
21967,Ciudad de México,2056.99
21968,Ciudad de México,2484.2
21969,Ciudad de México,150.0
21970,Ciudad de México,276.74
21971,Bajío,452.56
21972,Bajío,2354.43
21973,Noroeste,1482.58
21974,Ciudad de México,957.77
21975,Ciudad de México,1069.76
21976,Zona Metropolitana de Monterrey,3958.5
21977,Sureste,445.67
21978,Noroeste,2516.1
21979,Zona Metropolitana de Guadalajara,1951.62
21981,Zona Metropolitana de Guadalajara,772.65
21982,Sureste,1758.04
21983,Noroeste,493.91
21984,Ciudad de México,927.67
21985,Ciudad de México,241.7
21986,Bajío,2605.1
21988,Zona Metropolitana de Monterrey,221.65
21989,Zona Metropolitana de Monterrey,794.55
21991,Zona Metropolitana de Guadalajara,1839.66
21992,Ciudad de México,1632.92
21993,Ciudad de México,2306.05
21994,Bajío,1517.51
21995,Ciudad de México,2458.37
21996,Noroeste,204.89
21997,Ciudad de México,4004.9
21998,Bajío,4860.98
21999,Zona Metropolitana de Monterrey,3392.91
22000,Zona Metropolitana de Guadalajara,305.32
22001,Bajío,1628.15
22002,Zona Metropolitana de Guadalajara,632.16
22003,Bajío,1499.87
22004,Sureste,1735.33
22005,Sur,1681.69
22007,Bajío,1469.56
22008,Ciudad de México,3127.56
22009,Zona Metropolitana de Monterrey,915.68
22010,Ciudad de México,2550.02
22011,Sur,756.46
22012,Zona Metropolitana de Guadalajara,316.34
22013,Zona Metropolitana de Monterrey,2133.17
22014,Zona Metropolitana de Guadalajara,2099.85
22015,Bajío,1351.97
22016,Bajío,910.34
22017,Sureste,296.35
22018,Sureste,1491.68
22021,Sureste,536.09
22022,Ciudad de México,317.78
22023,Noroeste,238.3
22024,Noroeste,1073.91
22025,Sur,995.94
22026,Zona Metropolitana de Guadalajara,1024.44
22027,Zona Metropolitana de Monterrey,2223.17
22028,Zona Metropolitana de Guadalajara,1904.58
22029,Zona Metropolitana de Monterrey,156.16
22030,Ciudad de México,2451.88
22031,Ciudad de México,1056.89
22032,Ciudad de México,1510.66
22033,Ciudad de México,911.76
22034,Bajío,945.58
22035,Zona Metropolitana de Guadalajara,2787.98
22036,Ciudad de México,903.61
22037,Zona Metropolitana de Guadalajara,666.57
22039,Noroeste,2993.1
22040,Sureste,150.0
22041,Zona Metropolitana de Monterrey,2225.33
22042,Zona Metropolitana de Monterrey,3800.45
22043,Zona Metropolitana de Guadalajara,2603.75
22044,Zona Metropolitana de Guadalajara,1529.06
22045,Ciudad de México,2243.49
22046,Bajío,1252.03
22047,Ciudad de México,2599.16
22048,Ciudad de México,877.56
22049,Zona Metropolitana de Monterrey,621.91
22050,Ciudad de México,686.94
22051,Zona Metropolitana de Monterrey,827.32
22052,Bajío,1872.51
22053,Ciudad de México,1695.36
22054,Zona Metropolitana de Monterrey,493.75
22055,Noroeste,974.82
22056,Ciudad de México,1277.3
22057,Ciudad de México,4608.42
22058,Noroeste,378.84
22059,Bajío,2193.42
22060,Sur,3767.86
22061,Sur,1984.24
22062,Noroeste,1864.99
22063,Zona Metropolitana de Monterrey,873.51
22064,Ciudad de México,900.29
22065,Noroeste,2677.88
22066,Zona Metropolitana de Monterrey,1200.31
22068,Ciudad de México,2110.77
22069,Ciudad de México,2332.23
22070,Zona Metropolitana de Guadalajara,2065.98
22071,Ciudad de México,1413.77
22072,Noroeste,150.0
22073,Sureste,3126.11
22074,Ciudad de México,1038.98
22075,Zona Metropolitana de Guadalajara,1794.38
22076,Ciudad de México,2052.67
22077,Ciudad de México,1835.6
22078,Zona Metropolitana de Guadalajara,1855.5
22079,Ciudad de México,340.42
22081,Zona Metropolitana de Monterrey,150.0
22082,Sureste,2728.48
22083,Ciudad de México,565.35
22084,Ciudad de México,1130.5
22085,Zona Metropolitana de Monterrey,2417.2
22086,Sur,2073.47
22087,Ciudad de México,1385.71
22088,Zona Metropolitana de Guadalajara,1209.36
22089,Ciudad de México,150.0
22090,Bajío,2080.64
22091,Sur,2839.08
22092,Zona Metropolitana de Guadalajara,1295.27
22093,Zona Metropolitana de Guadalajara,831.67
22094,Sur,3926.72
22095,Zona Metropolitana de Guadalajara,352.06
22096,Zona Metropolitana de Guadalajara,938.51
22097,Sureste,1608.35
22098,Ciudad de México,3907.45
22099,Zona Metropolitana de Monterrey,1075.03
22100,Noroeste,645.48
22101,Ciudad de México,2252.03
22102,Ciudad de México,1769.53
22103,Zona Metropolitana de Monterrey,2391.67
22104,Zona Metropolitana de Guadalajara,1912.42
22105,Ciudad de México,819.05
22106,Ciudad de México,753.93
22107,Ciudad de México,1363.94
22108,Sur,1191.26
22109,Bajío,2256.03
22110,Ciudad de México,5696.14
22111,Zona Metropolitana de Monterrey,932.09
22112,Noroeste,894.18
22113,Bajío,3729.05
22114,Ciudad de México,1551.82
22115,Zona Metropolitana de Monterrey,1818.47
22116,Zona Metropolitana de Guadalajara,1214.59
22117,Zona Metropolitana de Monterrey,1623.34
22119,Noroeste,2104.37
22120,Zona Metropolitana de Guadalajara,425.4
22123,Sureste,1073.18
22125,Zona Metropolitana de Monterrey,1122.64
22126,Ciudad de México,1334.39
22127,Ciudad de México,2038.6
22128,Sur,1344.85
22129,Zona Metropolitana de Guadalajara,461.48
22130,Zona Metropolitana de Monterrey,1124.63
22131,Sur,1063.21
22132,Bajío,485.52
22133,Bajío,1820.4
22134,Ciudad de México,150.0
22135,Ciudad de México,1045.21
22136,Ciudad de México,1692.4
22138,Ciudad de México,2692.3
22139,Noroeste,476.09
22140,Zona Metropolitana de Monterrey,1182.63
22141,Zona Metropolitana de Monterrey,844.59
22142,Noroeste,1847.24
22143,Bajío,1544.37
22145,Zona Metropolitana de Guadalajara,1594.97
22146,Sur,396.28
22147,Ciudad de México,912.82
22148,Noroeste,493.2
22149,Zona Metropolitana de Guadalajara,2122.7
22150,Zona Metropolitana de Guadalajara,738.72
22151,Noroeste,694.13
22152,Zona Metropolitana de Guadalajara,1445.4
22153,Ciudad de México,1962.33
22154,Sureste,725.17
22155,Zona Metropolitana de Monterrey,1303.35
22157,Noroeste,1252.92
22158,Bajío,619.47
22159,Bajío,1893.69
22160,Sureste,1594.76
22161,Ciudad de México,548.85
22162,Zona Metropolitana de Monterrey,150.0
22163,Zona Metropolitana de Guadalajara,541.21
22164,Ciudad de México,2062.05
22165,Bajío,281.16
22166,Noroeste,433.47
22167,Sur,1217.11
22169,Zona Metropolitana de Monterrey,244.93
22170,Noroeste,869.3
22171,Sur,2568.6
22172,Ciudad de México,1117.64
22173,Zona Metropolitana de Monterrey,896.36
22174,Sur,1169.46
22175,Sur,1241.2
22176,Zona Metropolitana de Monterrey,612.79
22177,Zona Metropolitana de Monterrey,3205.49
22178,Ciudad de México,150.0
22179,Zona Metropolitana de Monterrey,820.95
22180,Ciudad de México,1294.53
22181,Noroeste,3495.51
22182,Noroeste,3005.48
22183,Sureste,2041.84
22184,Zona Metropolitana de Monterrey,1396.89
22185,Ciudad de México,1877.76
22186,Sur,1039.23
22187,Zona Metropolitana de Monterrey,1716.91
22188,Ciudad de México,757.37
22189,Zona Metropolitana de Guadalajara,1472.74
22190,Sureste,528.54
22191,Zona Metropolitana de Monterrey,1538.98
22192,Ciudad de México,939.03
22193,Zona Metropolitana de Monterrey,3571.97
22194,Zona Metropolitana de Monterrey,1330.63
22195,Bajío,726.53
22196,Zona Metropolitana de Guadalajara,881.97
22197,Ciudad de México,2249.21
22198,Ciudad de México,1768.99
22199,Sur,196.87
22201,Zona Metropolitana de Guadalajara,2593.52
22202,Sureste,340.4
22203,Ciudad de México,171.21
22204,Bajío,1506.97
22205,Zona Metropolitana de Guadalajara,150.0
22206,Ciudad de México,473.42
22207,Ciudad de México,150.0
22208,Ciudad de México,1014.79
22209,Bajío,1880.03
22210,Zona Metropolitana de Monterrey,1588.46
22211,Zona Metropolitana de Monterrey,991.36
22212,Sur,911.32
22213,Bajío,2566.97
22214,Zona Metropolitana de Monterrey,1006.87
22215,Zona Metropolitana de Monterrey,150.0
22216,Bajío,2306.59
22217,Ciudad de México,591.11
22218,Zona Metropolitana de Guadalajara,933.56
22219,Zona Metropolitana de Monterrey,150.0
22220,Ciudad de México,1205.13
22222,Sur,385.28
22223,Zona Metropolitana de Monterrey,962.6
22224,Zona Metropolitana de Monterrey,2246.42
22225,Zona Metropolitana de Guadalajara,782.98
22226,Zona Metropolitana de Guadalajara,1958.77
22227,Zona Metropolitana de Monterrey,491.61
22228,Bajío,2294.08
22229,Zona Metropolitana de Guadalajara,2640.5
22230,Zona Metropolitana de Monterrey,1478.06
22231,Bajío,1963.37
22232,Zona Metropolitana de Guadalajara,150.0
22234,Zona Metropolitana de Guadalajara,288.97
22235,Zona Metropolitana de Monterrey,1134.91
22236,Sureste,1036.29
22237,Zona Metropolitana de Monterrey,1549.24
22238,Sureste,1369.72
22239,Sur,261.92
22240,Zona Metropolitana de Guadalajara,2752.5
22241,Sureste,2155.32
22243,Ciudad de México,1994.13
22244,Ciudad de México,2502.87
22245,Zona Metropolitana de Monterrey,721.74
22247,Ciudad de México,3710.38
22248,Zona Metropolitana de Guadalajara,768.02
22249,Zona Metropolitana de Monterrey,3145.33
22250,Sur,2014.72
22251,Ciudad de México,2198.87
22252,Sureste,1111.96
22253,Noroeste,2404.06
22254,Sureste,164.51
22255,Zona Metropolitana de Monterrey,683.81
22256,Noroeste,3775.31
22257,Sureste,1266.68
22258,Sureste,1107.19
22259,Zona Metropolitana de Guadalajara,554.28
22260,Sur,2390.78
22261,Sur,1264.72
22262,Zona Metropolitana de Monterrey,1539.2
22263,Ciudad de México,1920.18
22264,Zona Metropolitana de Guadalajara,772.44
22265,Bajío,1762.23
22266,Ciudad de México,812.7
22267,Bajío,771.12
22268,Zona Metropolitana de Guadalajara,1586.52
22269,Zona Metropolitana de Guadalajara,1307.57
22270,Noroeste,2460.72
22271,Zona Metropolitana de Monterrey,1207.24
22272,Zona Metropolitana de Monterrey,1614.38
22273,Zona Metropolitana de Monterrey,1255.12
22274,Sur,1798.64
22275,Ciudad de México,933.61
22276,Noroeste,964.18
22277,Zona Metropolitana de Monterrey,1680.77
22279,Zona Metropolitana de Monterrey,3043.88
22281,Zona Metropolitana de Monterrey,865.92
22282,Ciudad de México,163.01
22283,Zona Metropolitana de Guadalajara,1658.58
22284,Sureste,1135.59
22285,Noroeste,665.68
22286,Zona Metropolitana de Guadalajara,2264.34
22287,Zona Metropolitana de Monterrey,777.03
22288,Ciudad de México,2186.47
22289,Ciudad de México,879.59
22290,Sureste,1382.99
22292,Ciudad de México,493.82
22293,Zona Metropolitana de Guadalajara,1048.37
22294,Ciudad de México,746.39
22295,Noroeste,1119.88
22296,Ciudad de México,2235.52
22297,Zona Metropolitana de Guadalajara,679.91
22298,Zona Metropolitana de Guadalajara,872.1
22299,Zona Metropolitana de Guadalajara,1139.92
22300,Ciudad de México,1817.22
22301,Sur,1879.77
22302,Noroeste,1334.6
22303,Ciudad de México,849.21
22304,Ciudad de México,2594.12
22305,Noroeste,350.38
22306,Zona Metropolitana de Guadalajara,806.62
22307,Ciudad de México,1211.87
22308,Noroeste,265.09
22309,Noroeste,1791.08
22310,Zona Metropolitana de Monterrey,1692.18
22311,Zona Metropolitana de Guadalajara,4683.55
22312,Ciudad de México,994.13
22313,Sureste,626.2
22314,Bajío,2458.17
22315,Noroeste,418.15
22316,Zona Metropolitana de Guadalajara,1674.95
22317,Bajío,354.19
22318,Sureste,1864.34
22319,Sur,1724.58
22320,Ciudad de México,2111.67
22321,Sur,1594.9
22322,Zona Metropolitana de Guadalajara,902.08
22323,Noroeste,2323.85
22324,Ciudad de México,1344.07
22325,Zona Metropolitana de Monterrey,1664.46
22326,Sur,800.93
22327,Ciudad de México,2025.86
22329,Ciudad de México,2734.16
22330,Ciudad de México,414.75
22331,Bajío,165.48
22332,Bajío,1504.69
22333,Sur,2015.3
22334,Ciudad de México,1319.55
22335,Bajío,1458.53
22336,Sur,2318.56
22338,Zona Metropolitana de Monterrey,2894.27
22339,Zona Metropolitana de Monterrey,744.77
22340,Zona Metropolitana de Monterrey,2066.08
22341,Sur,855.49
22342,Noroeste,399.57
22343,Zona Metropolitana de Monterrey,1221.6
22344,Zona Metropolitana de Guadalajara,2579.5
22345,Ciudad de México,1004.33
22346,Zona Metropolitana de Monterrey,1772.5
22347,Zona Metropolitana de Guadalajara,1801.64
22348,Noroeste,2371.0
22349,Sureste,1367.76
22352,Noroeste,955.68
22353,Zona Metropolitana de Monterrey,1248.66
22354,Ciudad de México,1472.13
22355,Ciudad de México,1512.11
22356,Sur,731.84
22357,Noroeste,547.1
22358,Zona Metropolitana de Monterrey,1877.38
22359,Bajío,1065.2
22360,Ciudad de México,1724.53
22361,Zona Metropolitana de Monterrey,150.0
22362,Zona Metropolitana de Monterrey,1424.24
22363,Zona Metropolitana de Monterrey,1633.29
22364,Sur,1149.6
22365,Ciudad de México,2188.44
22366,Zona Metropolitana de Guadalajara,606.25
22367,Zona Metropolitana de Guadalajara,2441.25
22368,Ciudad de México,3673.68
22369,Sur,150.0
22370,Bajío,1734.32
22372,Bajío,1579.08
22373,Ciudad de México,802.85
22374,Bajío,3445.47
22375,Ciudad de México,3199.7
22376,Ciudad de México,2419.36
22377,Zona Metropolitana de Guadalajara,3339.72
22378,Noroeste,645.32
22379,Zona Metropolitana de Monterrey,1647.05
22380,Noroeste,1430.21
22381,Bajío,2559.69
22382,Zona Metropolitana de Guadalajara,2015.32
22383,Bajío,2315.72
22384,Zona Metropolitana de Monterrey,2687.98
22385,Bajío,1206.98
22386,Noroeste,1645.97
22387,Ciudad de México,1255.42
22388,Zona Metropolitana de Guadalajara,1213.5
22389,Bajío,781.35
22390,Zona Metropolitana de Monterrey,1497.73
22391,Zona Metropolitana de Guadalajara,1793.9
22393,Bajío,196.85
22394,Zona Metropolitana de Monterrey,1196.48
22395,Ciudad de México,3116.27
22396,Bajío,1240.39
22397,Ciudad de México,303.9
22398,Sureste,1110.42
22400,Zona Metropolitana de Guadalajara,2445.76
22401,Bajío,1253.12
22402,Sureste,1407.56
22403,Zona Metropolitana de Monterrey,2053.3
22404,Zona Metropolitana de Guadalajara,1491.49
22406,Sureste,4933.83
22407,Zona Metropolitana de Monterrey,890.84
22408,Zona Metropolitana de Monterrey,293.01
22409,Ciudad de México,1569.24
22410,Zona Metropolitana de Monterrey,1358.28
22411,Sureste,826.87
22412,Sur,673.03
22414,Ciudad de México,150.0
22415,Zona Metropolitana de Guadalajara,851.77
22416,Ciudad de México,1593.18
22417,Zona Metropolitana de Monterrey,1348.97
22418,Zona Metropolitana de Monterrey,654.9
22419,Zona Metropolitana de Monterrey,3475.86
22420,Ciudad de México,1301.13
22421,Zona Metropolitana de Guadalajara,1775.48
22422,Ciudad de México,1575.32
22423,Bajío,4058.68
22424,Sur,2309.34
22425,Zona Metropolitana de Monterrey,294.76
22426,Zona Metropolitana de Monterrey,276.78
22427,Zona Metropolitana de Guadalajara,320.28
22429,Zona Metropolitana de Guadalajara,1113.08
22430,Sur,2138.98
22431,Bajío,1351.51
22432,Zona Metropolitana de Monterrey,1222.44
22433,Ciudad de México,1530.63
22434,Sureste,219.51
22435,Ciudad de México,2394.19
22436,Bajío,955.38
22437,Bajío,1414.29
22438,Bajío,1742.71
22439,Zona Metropolitana de Monterrey,762.22
22440,Ciudad de México,150.0
22441,Ciudad de México,1359.36
22442,Bajío,1480.87
22443,Ciudad de México,2624.09
22444,Noroeste,1282.33
22445,Zona Metropolitana de Guadalajara,2558.11
22446,Ciudad de México,1512.27
22447,Zona Metropolitana de Monterrey,1490.72
22448,Sureste,1787.92
22449,Ciudad de México,1140.86
22450,Ciudad de México,375.37
22451,Bajío,929.05
22452,Ciudad de México,2610.42
22453,Bajío,895.06
22454,Zona Metropolitana de Monterrey,150.0
22455,Zona Metropolitana de Monterrey,1073.78
22457,Zona Metropolitana de Guadalajara,2931.27
22458,Noroeste,1052.52
22459,Zona Metropolitana de Monterrey,2286.22
22460,Sur,711.18
22461,Ciudad de México,2506.78
22462,Zona Metropolitana de Monterrey,2502.34
22463,Zona Metropolitana de Monterrey,2075.12
22464,Zona Metropolitana de Monterrey,796.66
22465,Zona Metropolitana de Monterrey,406.35
22468,Ciudad de México,4798.89
22469,Noroeste,2752.61
22470,Zona Metropolitana de Monterrey,537.39
22471,Ciudad de México,1242.66
22472,Ciudad de México,2150.57
22473,Zona Metropolitana de Guadalajara,1270.99
22474,Ciudad de México,2555.89
22477,Ciudad de México,1527.39
22478,Sur,1729.64
22479,Ciudad de México,1355.41
22480,Noroeste,284.09
22481,Noroeste,648.49
22482,Ciudad de México,732.78
22483,Zona Metropolitana de Guadalajara,1927.78
22484,Sur,2135.68
